"Nowcast_CD","Q1Ahead_CD","Q2Ahead_CD","Q3Ahead_CD","Q4Ahead_CD","Date_number"
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
15.05333333,11.75,12.81333333,12.42,9.316666667,1
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
11.75,12.81333333,12.42,9.316666667,7.906666667,2
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.81333333,12.42,9.316666667,7.906666667,8.106666667,3
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
12.42,9.316666667,7.906666667,8.106666667,8.396666667,4
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
