MZ_data_mat_h41,MZ_data_mat_h42,MZ_data_mat_h43,MZ_data_mat_h44
20,80,4.6,1.713333333
20,81,3.7,1.643333333
20,82,3.11,1.333333333
20,83,2,1.156666667
20,84,1.78,1.04
20,85,1.72,0.93
20,86,1.63,0.916666667
20,87,1.32,0.916666667
20,88,1.21,1.076666667
20,89,1.16,1.486666667
20,90,1.01,2.006666667
20,91,0.93,2.536666667
20,92,0.95,2.863333333
20,93,1.3,3.36
20,94,1.59,3.826666667
20,95,2.9,4.393333333
20,98,4.01,4.903333333
20,99,3.91,4.983333333
20,100,5.1,4.736666667
20,101,4.72,4.303333333
20,102,4.85,3.39
20,103,4.9,2.043333333
20,104,4.96,1.626666667
20,105,4.79,1.493333333
20,106,4.25,0.296666667
20,108,3.53,0.173333333
20,109,2.49,0.156666667
20,112,0.4,0.146666667
23,1,14.6,9.316666667
23,2,12.5,7.906666667
23,3,10.5,8.106666667
23,5,10.5,9.14
23,6,7,8.8
23,8,7.56,9.796666667
23,9,8.1,10.32
23,10,8.6,8.803333333
23,12,9.1,7.46
23,14,10.5,7.166666667
23,15,11.1,6.896666667
23,16,10,6.14
23,17,9.87,5.523333333
23,18,8.4,5.353333333
23,20,7.4,5.656666667
23,21,5.4,6.043333333
30,1,13.8,9.316666667
30,2,13,7.906666667
30,3,12.5,8.106666667
30,4,12.6,8.396666667
30,5,12.8,9.14
30,6,7.8,8.8
30,7,8.35,9.17
30,8,8.8,9.796666667
30,9,10.6,10.32
30,10,10,8.803333333
30,11,10.5,8.183333333
30,12,10.8,7.46
30,13,10.6,7.106666667
30,14,10.5,7.166666667
30,15,10.5,6.896666667
30,16,10.4,6.14
30,17,8.1,5.523333333
30,18,7.59,5.353333333
30,19,7.2,5.536666667
30,20,7.23,5.656666667
30,21,7,6.043333333
30,22,6.05,5.863333333
30,23,6.3,5.723333333
30,24,6.19,6.21
30,25,5.84,7.01
30,26,7.1,7.726666667
30,27,6.75,8.54
30,28,6.95,8.41
30,29,7.28,7.843333333
30,30,7.9,7.653333333
30,31,9.1,7.76
30,32,8.75,7.746666667
30,33,8.7,7.476666667
30,34,8.25,6.99
30,35,8,6.023333333
30,36,8.3,5.56
30,38,7.8,4.54
30,40,7.2,3.68
30,41,6,3.083333333
30,42,5.28,3.07
30,43,4.9,2.96
30,44,4.5,2.966666667
30,45,4.09,3.003333333
30,46,3.3,3.06
30,47,4.1,3.243333333
30,48,3.99,3.986666667
30,50,4,5.28
31,1,9.3,9.316666667
31,2,11,7.906666667
31,3,9.3,8.106666667
31,4,9,8.396666667
31,6,7.75,8.8
31,8,7.5,9.796666667
31,10,10,8.803333333
31,12,11.8,7.46
31,13,12,7.106666667
31,14,11.3,7.166666667
31,16,9.55,6.14
31,17,8.75,5.523333333
31,20,8.3,5.656666667
35,1,12.5,9.316666667
35,2,14.5,7.906666667
35,3,NaN,8.106666667
35,4,11.5,8.396666667
35,5,NaN,9.14
35,6,9.2,8.8
35,7,7.5,9.17
35,8,7.3,9.796666667
35,9,6.3,10.32
35,10,7.6,8.803333333
35,11,NaN,8.183333333
35,12,NaN,7.46
35,14,NaN,7.166666667
35,15,NaN,6.896666667
35,16,8.8,6.14
35,17,8.5,5.523333333
35,18,7.8,5.353333333
35,19,8.2,5.536666667
35,20,6.54,5.656666667
35,21,6.02,6.043333333
35,22,5.7,5.863333333
35,23,5.9,5.723333333
35,24,6.2,6.21
35,25,6.3,7.01
35,26,6.5,7.726666667
35,27,6.6,8.54
35,28,6.9,8.41
35,29,7.4,7.843333333
35,30,7.9,7.653333333
35,31,8.8,7.76
35,32,7.7,7.746666667
35,33,7.4,7.476666667
35,34,7.5,6.99
35,35,7.93,6.023333333
35,36,8.02,5.56
35,37,7.8,5.376666667
35,38,7.23,4.54
35,39,6.6,3.893333333
35,40,6.7,3.68
35,41,6.8,3.083333333
35,42,6.1,3.07
35,43,4.3,2.96
35,44,4.7,2.966666667
40,1,13.1,9.316666667
40,2,13.75,7.906666667
40,3,13.5,8.106666667
40,4,12.83,8.396666667
40,6,7.69,8.8
40,7,7.31,9.17
40,8,7.3,9.796666667
40,9,8.86,10.32
40,10,7.95,8.803333333
40,11,8.81,8.183333333
40,12,9.68,7.46
40,13,10.8,7.106666667
40,14,9.2,7.166666667
40,15,7.75,6.896666667
40,16,7.19,6.14
40,17,7.08,5.523333333
40,18,7.06,5.353333333
40,19,7,5.536666667
40,20,5.19,5.656666667
40,21,5.58,6.043333333
40,22,5.03,5.863333333
40,23,6.06,5.723333333
40,24,5.75,6.21
40,26,5.78,7.726666667
40,27,5.92,8.54
40,28,6.63,8.41
40,30,7.88,7.653333333
40,31,7.81,7.76
40,32,7.07,7.746666667
40,34,7.52,6.99
40,35,7.6,6.023333333
40,36,7.53,5.56
40,38,6.62,4.54
40,39,6.84,3.893333333
40,40,5.85,3.68
40,42,5.49,3.07
40,43,4.61,2.96
40,44,4.61,2.966666667
40,46,3.41,3.06
40,47,3.43,3.243333333
40,51,3.84,5.736666667
40,52,4.63,5.596666667
40,53,4.77,5.366666667
40,54,5.38,5.26
40,55,6.09,4.93
40,56,6.09,5.02
40,57,5.68,5.096666667
40,58,5.11,4.976666667
40,59,4.73,5.06
40,60,5.09,5.046666667
40,61,5.1,5.046666667
40,63,5.03,5.053333333
40,64,NaN,4.976666667
40,66,5.28,4.253333333
40,67,5.11,4.406666667
40,68,5.1,4.453333333
40,70,4.22,5.043333333
40,71,4.26,5.52
40,72,4.92,5.713333333
40,73,5,6.016666667
40,74,5.12,6.016666667
40,75,5.76,4.816666667
40,77,6.1,3.17
40,78,6.11,1.906666667
40,79,5.42,1.72
40,80,3.71,1.713333333
40,81,3.17,1.643333333
40,82,2.12,1.333333333
40,83,2.24,1.156666667
40,84,2.58,1.04
40,85,2.13,0.93
40,86,1.8,0.916666667
40,87,1.81,0.916666667
40,88,1.56,1.076666667
40,89,1.6,1.486666667
40,90,1.7,2.006666667
40,91,1.9,2.536666667
40,93,2.4,3.36
43,1,11.8,9.316666667
43,5,8.5,9.14
43,6,8.5,8.8
43,7,8.25,9.17
43,8,8,9.796666667
43,9,8,10.32
43,10,8,8.803333333
43,11,8.5,8.183333333
43,12,11.5,7.46
43,13,12,7.106666667
43,14,10.5,7.166666667
43,15,NaN,6.896666667
43,16,NaN,6.14
43,17,6.3,5.523333333
43,18,6.82,5.353333333
43,19,NaN,5.536666667
43,21,6.25,6.043333333
43,22,6.2,5.863333333
43,23,6.8,5.723333333
43,24,6.6,6.21
43,25,6.5,7.01
43,26,7,7.726666667
43,28,8.4,8.41
43,29,8.1,7.843333333
47,2,13,7.906666667
47,3,14,8.106666667
47,4,12.5,8.396666667
47,5,11.2,9.14
47,6,9,8.8
47,7,8.9,9.17
47,8,8.81,9.796666667
47,9,10,10.32
47,10,9.9,8.803333333
47,11,9.5,8.183333333
51,4,12.4,8.396666667
51,5,8.8,9.14
51,6,7.5,8.8
51,7,7.5,9.17
51,10,8.6,8.803333333
51,14,10.1,7.166666667
51,17,7.4,5.523333333
51,19,7.2,5.536666667
51,20,6.35,5.656666667
51,21,5.8,6.043333333
51,22,5.18,5.863333333
51,23,5.8,5.723333333
51,24,6,6.21
51,25,6.1,7.01
51,26,6,7.726666667
51,30,7.4,7.653333333
51,31,8,7.76
51,33,8.1,7.476666667
51,34,7.5,6.99
60,3,10.3,8.106666667
60,4,10.9,8.396666667
60,5,10.4,9.14
60,6,7.4,8.8
60,7,6.8,9.17
60,8,6.9,9.796666667
60,9,7.4,10.32
60,10,7.8,8.803333333
60,11,8.3,8.183333333
60,12,10.2,7.46
60,13,10.1,7.106666667
60,14,9,7.166666667
60,16,7.4,6.14
60,17,7,5.523333333
60,18,7,5.353333333
60,19,7,5.536666667
60,20,5.8,5.656666667
60,21,5,6.043333333
60,22,5,5.863333333
60,23,5.3,5.723333333
60,24,6,6.21
60,25,6,7.01
60,26,5.5,7.726666667
60,27,5.5,8.54
60,28,6,8.41
60,29,6.8,7.843333333
60,30,6.8,7.653333333
60,31,7.8,7.76
60,32,7.5,7.746666667
60,33,7.3,7.476666667
60,34,7,6.99
60,35,7,6.023333333
60,36,7,5.56
60,37,7,5.376666667
60,38,7,4.54
60,39,6.3,3.893333333
60,40,6,3.68
60,41,6.5,3.083333333
60,42,5,3.07
60,43,4.4,2.96
60,44,4.5,2.966666667
60,45,4,3.003333333
60,46,3.8,3.06
60,47,4,3.243333333
60,48,4.3,3.986666667
60,49,4.3,4.476666667
62,1,10,9.316666667
62,2,10,7.906666667
62,3,NaN,8.106666667
62,4,9,8.396666667
62,5,8.5,9.14
62,6,7,8.8
62,7,7.2,9.17
62,8,7,9.796666667
62,9,8.5,10.32
62,10,6,8.803333333
62,11,7,8.183333333
62,12,NaN,7.46
62,13,8.5,7.106666667
62,14,7.8,7.166666667
62,15,7,6.896666667
62,16,7,6.14
62,17,6,5.523333333
62,18,6.2,5.353333333
62,19,6.5,5.536666667
62,20,5.6,5.656666667
62,22,5.8,5.863333333
62,23,5.8,5.723333333
62,24,6.8,6.21
62,25,6.6,7.01
62,26,5.5,7.726666667
62,27,5.8,8.54
62,28,NaN,8.41
62,29,7.1,7.843333333
62,30,7,7.653333333
62,31,8.4,7.76
62,32,7.6,7.746666667
62,33,6.5,7.476666667
62,34,6.5,6.99
62,35,6.5,6.023333333
62,36,6.75,5.56
62,37,6.5,5.376666667
62,38,6.5,4.54
62,39,6.25,3.893333333
62,40,6.2,3.68
62,41,6.4,3.083333333
62,42,5.1,3.07
62,43,3.8,2.96
62,44,4.8,2.966666667
62,45,4,3.003333333
62,46,3.4,3.06
65,1,10.5,9.316666667
65,3,9.4,8.106666667
65,4,11.5,8.396666667
65,5,11.1,9.14
65,7,NaN,9.17
65,9,8.9,10.32
65,11,9.75,8.183333333
65,12,NaN,7.46
65,13,10.3,7.106666667
65,15,NaN,6.896666667
65,16,8.05,6.14
65,17,7.2,5.523333333
65,18,7,5.353333333
65,19,6.8,5.536666667
65,20,6.2,5.656666667
65,21,6.05,6.043333333
65,22,5.25,5.863333333
65,23,NaN,5.723333333
65,24,7.3,6.21
65,25,7.9,7.01
65,27,4.8,8.54
65,34,6.75,6.99
65,36,7.65,5.56
65,37,7.25,5.376666667
65,38,7.2,4.54
65,39,5.9,3.893333333
65,40,6.03,3.68
65,41,6.25,3.083333333
65,42,5.56,3.07
65,43,NaN,2.96
65,44,5.3,2.966666667
65,45,4.7,3.003333333
65,46,4.08,3.06
65,47,4.25,3.243333333
65,48,3.55,3.986666667
65,49,3.4,4.476666667
65,50,3.21,5.28
65,51,3.3,5.736666667
65,52,3.72,5.596666667
65,53,3.9,5.366666667
65,54,5.05,5.26
65,55,5.55,4.93
65,56,6.4,5.02
65,57,5.5,5.096666667
65,58,4.75,4.976666667
65,59,NaN,5.06
65,60,4.95,5.046666667
65,61,5.4,5.046666667
65,62,4.95,5.09
65,63,4.95,5.053333333
65,64,5.45,4.976666667
65,65,4.9,4.823333333
65,66,4.9,4.253333333
65,67,4.3,4.406666667
65,68,5,4.453333333
65,69,4.7,4.65
65,70,3.9,5.043333333
65,71,4.3,5.52
65,72,4.1,5.713333333
65,73,4.9,6.016666667
65,74,4.9,6.016666667
65,75,5.7,4.816666667
65,76,6,3.66
65,77,5.9,3.17
65,78,5.5,1.906666667
65,79,4.7,1.72
65,80,3.9,1.713333333
65,81,3.4,1.643333333
65,82,2.8,1.333333333
65,83,2.15,1.156666667
65,84,2.2,1.04
65,86,2,0.916666667
65,87,1.2,0.916666667
65,88,1.3,1.076666667
65,89,1.2,1.486666667
65,90,1.2,2.006666667
65,92,1.8,2.863333333
65,93,3.85,3.36
65,94,4.1,3.826666667
65,95,3.6,4.393333333
65,96,3.6,4.703333333
65,97,3.8,4.906666667
65,98,4,4.903333333
65,99,4.4,4.983333333
65,100,4.7,4.736666667
65,101,5,4.303333333
65,102,4.9,3.39
65,104,5.2,1.626666667
65,105,5,1.493333333
66,1,NaN,9.316666667
66,2,NaN,7.906666667
66,4,NaN,8.396666667
66,5,10.2,9.14
66,6,7.8,8.8
66,7,8,9.17
66,8,8,9.796666667
66,9,9,10.32
66,10,9.5,8.803333333
66,11,9.1,8.183333333
66,12,9.1,7.46
66,13,9.3,7.106666667
66,14,9.8,7.166666667
66,15,8.1,6.896666667
66,16,7.9,6.14
66,17,7.5,5.523333333
66,19,7.3,5.536666667
66,20,7.1,5.656666667
66,22,6.2,5.863333333
66,23,6.1,5.723333333
66,24,6.3,6.21
66,25,6.8,7.01
66,26,6.4,7.726666667
66,27,6.1,8.54
66,28,6.5,8.41
66,29,6.8,7.843333333
66,31,8,7.76
66,34,7.7,6.99
67,2,11,7.906666667
67,3,11,8.106666667
67,4,11.5,8.396666667
67,6,7,8.8
67,7,NaN,9.17
67,8,7.5,9.796666667
67,9,8.2,10.32
67,10,8.6,8.803333333
67,13,9.7,7.106666667
67,14,9.6,7.166666667
67,17,7.75,5.523333333
68,1,15.5,9.316666667
68,2,13.6,7.906666667
68,3,14,8.106666667
68,4,12.2,8.396666667
68,5,10.3,9.14
68,6,9,8.8
68,8,8.5,9.796666667
68,9,9.6,10.32
68,11,NaN,8.183333333
68,12,10.6,7.46
68,13,11.9,7.106666667
68,14,9.8,7.166666667
68,15,9.4,6.896666667
68,16,8.4,6.14
68,17,8.5,5.523333333
68,18,7.65,5.353333333
68,19,7.4,5.536666667
68,20,6.4,5.656666667
68,21,5.8,6.043333333
68,22,5.5,5.863333333
69,1,15,9.316666667
69,2,NaN,7.906666667
69,3,NaN,8.106666667
69,4,11.5,8.396666667
69,5,11,9.14
69,6,9,8.8
69,7,NaN,9.17
69,11,10,8.183333333
69,13,11.5,7.106666667
69,17,7,5.523333333
69,18,6.75,5.353333333
69,19,7,5.536666667
69,20,6.5,5.656666667
69,21,5.85,6.043333333
69,24,6.7,6.21
69,25,7,7.01
69,26,5.8,7.726666667
69,29,6.8,7.843333333
69,30,6.9,7.653333333
69,31,NaN,7.76
69,33,7.2,7.476666667
69,34,7.4,6.99
70,1,13,9.316666667
70,2,14,7.906666667
70,3,15.2,8.106666667
70,4,15.4,8.396666667
70,5,12.5,9.14
70,6,9.5,8.8
70,7,8.5,9.17
70,8,9,9.796666667
70,9,10,10.32
70,10,11,8.803333333
70,11,11.8,8.183333333
70,12,11.5,7.46
70,13,11.2,7.106666667
70,14,9.9,7.166666667
70,15,10.8,6.896666667
70,16,9.3,6.14
70,17,7.8,5.523333333
70,18,7.1,5.353333333
70,19,7.3,5.536666667
70,20,5.3,5.656666667
70,21,4.6,6.043333333
70,22,4.4,5.863333333
70,23,5.5,5.723333333
70,24,5.5,6.21
70,25,5.6,7.01
70,26,5.3,7.726666667
70,27,7,8.54
70,28,7.6,8.41
70,29,7.2,7.843333333
70,30,7,7.653333333
70,31,7.3,7.76
70,32,6.6,7.746666667
70,33,6.5,7.476666667
70,34,6.5,6.99
70,36,7.6,5.56
70,37,7,5.376666667
70,38,6.3,4.54
70,40,6.3,3.68
72,1,11.3,9.316666667
72,2,NaN,7.906666667
72,3,11,8.106666667
72,4,12.1,8.396666667
72,5,NaN,9.14
72,6,7.5,8.8
72,8,7.25,9.796666667
72,9,7.5,10.32
72,11,8.7,8.183333333
72,12,9.5,7.46
72,14,9,7.166666667
72,15,8,6.896666667
72,18,6.75,5.353333333
72,19,7,5.536666667
72,20,8,5.656666667
72,22,4.5,5.863333333
72,23,NaN,5.723333333
72,24,5.75,6.21
72,25,5,7.01
72,26,NaN,7.726666667
72,27,5.5,8.54
72,29,NaN,7.843333333
72,30,6.5,7.653333333
75,1,11.5,9.316666667
75,2,12,7.906666667
75,3,10.5,8.106666667
75,4,10.5,8.396666667
75,5,10,9.14
75,6,9,8.8
75,8,7.5,9.796666667
75,12,11.2,7.46
75,16,10,6.14
75,17,9,5.523333333
79,1,12.8,9.316666667
79,2,11.2,7.906666667
79,3,14.4,8.106666667
79,4,12.2,8.396666667
79,5,11.3,9.14
79,6,7.6,8.8
79,7,8.4,9.17
79,8,7.8,9.796666667
79,9,9.5,10.32
79,10,9.5,8.803333333
79,14,12.2,7.166666667
79,15,8.9,6.896666667
79,16,6.9,6.14
79,17,6,5.523333333
79,18,6.8,5.353333333
79,20,6.6,5.656666667
79,21,6.8,6.043333333
79,22,6.2,5.863333333
79,23,6.3,5.723333333
79,24,6.3,6.21
79,25,6.4,7.01
79,26,7.8,7.726666667
80,2,13.4,7.906666667
80,4,11.4,8.396666667
80,5,10.1,9.14
80,7,7.6,9.17
80,8,7.4,9.796666667
80,9,8.9,10.32
80,10,8,8.803333333
80,13,10.8,7.106666667
80,17,6.9,5.523333333
80,18,7.1,5.353333333
80,19,7.1,5.536666667
80,22,5.5,5.863333333
80,24,6.3,6.21
82,1,12.3,9.316666667
82,2,8.85,7.906666667
82,7,7.8,9.17
82,8,7.25,9.796666667
82,9,8.2,10.32
82,10,8.3,8.803333333
82,11,9.15,8.183333333
82,12,11,7.46
82,13,11.6,7.106666667
82,14,11.75,7.166666667
82,15,9.5,6.896666667
82,16,7.9,6.14
82,17,8.5,5.523333333
82,18,7.7,5.353333333
82,19,6.7,5.536666667
82,20,6.5,5.656666667
82,21,5,6.043333333
82,22,5.4,5.863333333
82,23,6,5.723333333
82,24,6.5,6.21
82,25,6.7,7.01
82,26,5.7,7.726666667
82,27,5.9,8.54
82,31,9,7.76
82,32,7.5,7.746666667
82,35,6.3,6.023333333
84,1,16,9.316666667
84,2,16,7.906666667
84,4,11,8.396666667
84,5,7,9.14
84,6,7.5,8.8
84,7,8.25,9.17
84,9,11,10.32
84,10,10.2,8.803333333
84,11,10.3,8.183333333
84,12,13,7.46
84,14,10,7.166666667
84,15,9.5,6.896666667
84,16,8.5,6.14
84,17,NaN,5.523333333
84,18,8.4,5.353333333
84,19,8,5.536666667
84,20,6.3,5.656666667
84,21,4.6,6.043333333
84,22,4.8,5.863333333
84,24,6.8,6.21
84,25,NaN,7.01
84,26,8.5,7.726666667
84,28,10,8.41
84,29,9.5,7.843333333
84,30,9.2,7.653333333
84,31,11.5,7.76
84,32,9.5,7.746666667
84,33,9,7.476666667
84,34,8.25,6.99
84,35,7.8,6.023333333
84,36,NaN,5.56
84,37,6.5,5.376666667
84,38,6.5,4.54
84,39,NaN,3.893333333
84,40,6.2,3.68
84,41,6.9,3.083333333
84,42,5,3.07
84,43,3.3,2.96
84,44,2.9,2.966666667
84,45,2.5,3.003333333
84,46,2.6,3.06
84,48,NaN,3.986666667
84,49,NaN,4.476666667
84,50,3.4,5.28
84,51,4.5,5.736666667
84,52,6,5.596666667
84,53,6.5,5.366666667
84,54,7.7,5.26
84,55,NaN,4.93
84,56,7,5.02
84,57,6.9,5.096666667
84,58,6.4,4.976666667
84,59,NaN,5.06
84,60,5.8,5.046666667
84,61,NaN,5.046666667
84,62,5.8,5.09
84,63,NaN,5.053333333
84,64,6.6,4.976666667
84,65,6.1,4.823333333
84,66,5.3,4.253333333
84,67,5.4,4.406666667
84,68,NaN,4.453333333
84,70,3,5.043333333
84,71,NaN,5.52
84,72,4.5,5.713333333
84,73,4.9,6.016666667
84,74,4.7,6.016666667
84,75,NaN,4.816666667
84,76,NaN,3.66
84,77,5.5,3.17
84,78,5.7,1.906666667
84,79,NaN,1.72
84,80,3.3,1.713333333
84,81,3.4,1.643333333
84,82,1.5,1.333333333
84,83,NaN,1.156666667
84,84,NaN,1.04
84,85,1.7,0.93
84,86,1.2,0.916666667
84,88,1,1.076666667
84,89,0.9,1.486666667
84,90,1.4,2.006666667
84,92,2.8,2.863333333
84,93,2.9,3.36
84,94,3.1,3.826666667
84,96,4.9,4.703333333
84,97,5.2,4.906666667
84,98,6,4.903333333
84,100,5.5,4.736666667
84,101,6,4.303333333
84,102,5.3,3.39
84,103,NaN,2.043333333
84,104,5.2,1.626666667
84,105,4.5,1.493333333
84,106,3.5,0.296666667
84,108,1.9,0.173333333
84,109,1.7,0.156666667
84,110,0.7,0.056666667
84,112,0.3,0.146666667
84,113,0.4,0.156666667
84,114,0.3,0.136666667
86,1,8.4,9.316666667
86,3,11.3,8.106666667
86,5,10.3,9.14
86,11,8.1,8.183333333
86,12,9.2,7.46
86,13,10.4,7.106666667
86,16,10.1,6.14
86,21,5.8,6.043333333
86,23,6.6,5.723333333
86,24,7.7,6.21
86,25,7.9,7.01
87,1,13,9.316666667
87,3,NaN,8.106666667
87,5,NaN,9.14
87,6,6,8.8
87,7,7.5,9.17
87,8,7.3,9.796666667
87,10,NaN,8.803333333
87,11,9.5,8.183333333
87,13,12,7.106666667
87,15,9,6.896666667
87,16,7.5,6.14
87,26,NaN,7.726666667
87,27,NaN,8.54
87,28,NaN,8.41
87,33,6.25,7.476666667
87,34,6.5,6.99
94,5,NaN,9.14
94,6,8.6,8.8
94,7,7.65,9.17
94,8,7.8,9.796666667
94,9,9.1,10.32
94,10,8.8,8.803333333
94,12,10.1,7.46
94,14,8.9,7.166666667
94,15,8.1,6.896666667
94,16,8,6.14
94,18,6.4,5.353333333
94,19,6.7,5.536666667
94,21,5.84,6.043333333
94,22,5.4,5.863333333
94,23,5.71,5.723333333
94,24,6.2,6.21
94,25,5.82,7.01
94,26,5.17,7.726666667
94,28,6.3,8.41
94,29,7.8,7.843333333
94,31,7.1,7.76
94,32,NaN,7.746666667
94,35,7.3,6.023333333
94,37,6.5,5.376666667
94,39,5.9,3.893333333
94,40,6.4,3.68
94,41,6.3,3.083333333
94,42,5.2,3.07
94,43,4.8,2.96
94,44,4.6,2.966666667
94,45,3.9,3.003333333
94,46,3.7,3.06
94,47,4.2,3.243333333
94,48,3.7,3.986666667
94,49,NaN,4.476666667
94,50,3.3,5.28
94,51,3.6,5.736666667
94,52,4.9,5.596666667
94,53,5.2,5.366666667
94,54,5.2,5.26
94,56,5.2,5.02
94,57,4.3,5.096666667
94,58,4.7,4.976666667
94,59,4.7,5.06
94,60,5.6,5.046666667
94,61,6,5.046666667
94,63,5.6,5.053333333
94,64,6.1,4.976666667
94,65,5.2,4.823333333
94,66,5.7,4.253333333
94,68,4.6,4.453333333
94,69,4.2,4.65
94,71,4.42,5.52
94,72,4.48,5.713333333
94,73,5.11,6.016666667
94,75,5.73,4.816666667
94,79,4.3,1.72
94,80,3.2,1.713333333
99,7,6.83,9.17
99,8,8.01,9.796666667
99,9,8.43,10.32
99,10,8.1,8.803333333
99,11,8.05,8.183333333
99,14,8.5,7.166666667
99,15,8.5,6.896666667
99,16,7.5,6.14
99,17,8.2,5.523333333
99,18,7.8,5.353333333
99,19,7.2,5.536666667
99,20,7,5.656666667
99,25,6.4,7.01
99,27,6.1,8.54
99,28,6.3,8.41
99,29,6.4,7.843333333
99,30,7.9,7.653333333
99,31,7.9,7.76
99,32,7.7,7.746666667
99,33,8.3,7.476666667
99,35,8.1,6.023333333
99,37,NaN,5.376666667
99,39,6.4,3.893333333
99,40,6.2,3.68
99,41,5.9,3.083333333
99,42,5.6,3.07
99,43,4.2,2.96
99,44,4.3,2.966666667
99,46,3.4,3.06
99,47,3.3,3.243333333
99,48,3.4,3.986666667
99,49,3.5,4.476666667
99,50,3.6,5.28
99,51,3.7,5.736666667
99,53,4.8,5.366666667
99,55,5.9,4.93
99,56,5.9,5.02
99,58,5.4,4.976666667
99,60,4.7,5.046666667
99,62,5.2,5.09
99,64,5.3,4.976666667
99,66,5,4.253333333
99,68,5.5,4.453333333
