MZ_data_mat_h21,MZ_data_mat_h22,MZ_data_mat_h23,MZ_data_mat_h24
20,45,2.5,2.96
20,46,3.1,2.966666667
20,47,3.8,3.003333333
20,48,2.96,3.06
20,49,2.98,3.243333333
20,50,2.96,3.986666667
20,51,3.2,4.476666667
20,52,3.25,5.28
20,54,4.7,5.596666667
20,55,5.89,5.366666667
20,56,6.01,5.26
20,57,5.71,4.93
20,58,5.6,5.02
20,59,5.21,5.096666667
20,61,5,5.06
20,63,5.02,5.046666667
20,64,5.07,5.09
20,66,5.06,4.976666667
20,67,5.09,4.823333333
20,69,5,4.406666667
20,70,4.78,4.453333333
20,72,4.5,5.043333333
20,73,4.5,5.52
20,74,4.64,5.713333333
20,75,5.2,6.016666667
20,76,5.59,6.016666667
20,77,5.72,4.816666667
20,78,6.03,3.66
20,79,6.04,3.17
20,80,4.86,1.906666667
20,81,3.8,1.72
20,82,3.09,1.713333333
20,83,1.98,1.643333333
20,84,1.75,1.333333333
20,85,1.74,1.156666667
20,86,1.59,1.04
20,87,1.34,0.93
20,88,1.18,0.916666667
20,89,1.1,0.916666667
20,90,0.98,1.076666667
20,91,0.94,1.486666667
20,92,0.94,2.006666667
20,93,1.29,2.536666667
20,94,1.55,2.863333333
20,95,2.04,3.36
20,98,3.81,4.703333333
20,99,3.89,4.906666667
20,100,4.91,4.903333333
20,101,4.78,4.983333333
20,102,4.78,4.736666667
20,103,4.98,4.303333333
20,104,5,3.39
20,105,4.78,2.043333333
20,106,4.2,1.626666667
20,108,3.1,0.296666667
20,109,2.21,0.213333333
20,112,0.33,0.056666667
23,1,14.7,12.81333333
23,2,13.5,12.42
23,3,11.5,9.316666667
23,5,10.5,8.106666667
23,6,7,8.396666667
23,8,7.83,8.8
23,9,8.2,9.17
23,10,8.8,9.796666667
23,12,8.8,8.803333333
23,14,10,7.46
23,15,10.4,7.106666667
23,16,8.6,7.166666667
23,17,8.51,6.896666667
23,18,7.9,6.14
23,20,6.5,5.353333333
23,21,5.2,5.536666667
30,1,14.5,12.81333333
30,2,14,12.42
30,3,15,9.316666667
30,4,12.2,7.906666667
30,5,12.4,8.106666667
30,6,8.5,8.396666667
30,7,8.2,9.14
30,8,8.4,8.8
30,9,10.2,9.17
30,10,9.6,9.796666667
30,11,9.55,10.32
30,12,10.2,8.803333333
30,13,10.2,8.183333333
30,14,9.75,7.46
30,15,9.5,7.106666667
30,16,9.25,7.166666667
30,17,7.65,6.896666667
30,18,7.36,6.14
30,19,7.1,5.523333333
30,20,7.2,5.353333333
30,21,6.6,5.536666667
30,22,5.59,5.656666667
30,23,6.1,6.043333333
30,24,6.12,5.863333333
30,25,5.8,5.723333333
30,26,6.35,6.21
30,27,6.35,7.01
30,28,6.4,7.726666667
30,29,7.24,8.54
30,30,7.4,8.41
30,31,8.9,7.843333333
30,32,8.65,7.653333333
30,33,8.4,7.76
30,34,8.1,7.746666667
30,35,7.84,7.476666667
30,36,8.1,6.99
30,38,7.7,5.56
30,40,7.02,4.54
30,41,5.8,3.893333333
30,42,5.3,3.68
30,43,4.68,3.083333333
30,44,4.3,3.07
30,45,4.02,2.96
30,46,3.16,2.966666667
30,47,3.65,3.003333333
30,48,3.1,3.06
30,50,3.25,3.986666667
31,1,13.3,12.81333333
31,2,10,12.42
31,3,10.5,9.316666667
31,4,9.5,7.906666667
31,6,8.25,8.396666667
31,8,7,8.8
31,10,8.25,9.796666667
31,12,10.3,8.803333333
31,13,10.8,8.183333333
31,14,9.75,7.46
31,16,9.15,7.166666667
31,17,9,6.896666667
31,20,6.9,5.353333333
35,1,13.5,12.81333333
35,2,13,12.42
35,3,14,9.316666667
35,4,12.8,7.906666667
35,5,NaN,8.106666667
35,6,9.1,8.396666667
35,7,8,9.14
35,8,7.8,8.8
35,9,7.5,9.17
35,10,7.1,9.796666667
35,11,NaN,10.32
35,12,NaN,8.803333333
35,14,NaN,7.46
35,15,NaN,7.106666667
35,16,8.2,7.166666667
35,17,8.3,6.896666667
35,18,8.7,6.14
35,19,7.6,5.523333333
35,20,6.03,5.353333333
35,21,5.9,5.536666667
35,22,5.2,5.656666667
35,23,5.3,6.043333333
35,24,6,5.863333333
35,25,6.1,5.723333333
35,26,6.2,6.21
35,27,6.4,7.01
35,28,6.6,7.726666667
35,29,7.3,8.54
35,30,7.6,8.41
35,31,8.9,7.843333333
35,32,8.4,7.653333333
35,33,7.6,7.76
35,34,7.5,7.746666667
35,35,7.66,7.476666667
35,36,8.03,6.99
35,37,7.27,6.023333333
35,38,6.87,5.56
35,39,6.1,5.376666667
35,40,6.4,4.54
35,41,6.5,3.893333333
35,42,5.4,3.68
35,43,3.9,3.083333333
35,44,4.3,3.07
40,1,13.8,12.81333333
40,2,12.5,12.42
40,3,13.1,9.316666667
40,4,12.5,7.906666667
40,6,7.93,8.396666667
40,7,7.53,9.14
40,8,7.6,8.8
40,9,9.37,9.17
40,10,8.16,9.796666667
40,11,8.86,10.32
40,12,9.93,8.803333333
40,13,11,8.183333333
40,14,9.3,7.46
40,15,7.85,7.106666667
40,16,7.29,7.166666667
40,17,7.18,6.896666667
40,18,7.07,6.14
40,19,7,5.523333333
40,20,5.63,5.353333333
40,21,5.62,5.536666667
40,22,4.98,5.656666667
40,23,5.78,6.043333333
40,24,5.73,5.863333333
40,26,5.77,6.21
40,27,5.86,7.01
40,28,6.62,7.726666667
40,30,7.91,8.41
40,31,8.04,7.843333333
40,32,7.79,7.653333333
40,34,7.58,7.746666667
40,35,7.66,7.476666667
40,36,7.59,6.99
40,38,6.68,5.56
40,39,6.35,5.376666667
40,40,5.37,4.54
40,42,4.96,3.68
40,43,4.12,3.083333333
40,44,4.11,3.07
40,46,2.9,2.966666667
40,47,3.1,3.003333333
40,51,3.78,4.476666667
40,52,4.36,5.28
40,53,4.72,5.736666667
40,54,5.35,5.596666667
40,55,6.08,5.366666667
40,56,6.09,5.26
40,57,5.58,4.93
40,58,5.12,5.02
40,59,4.73,5.096666667
40,60,5.06,4.976666667
40,61,5.07,5.06
40,63,5.02,5.046666667
40,64,5.49,5.09
40,66,5.26,4.976666667
40,67,5.09,4.823333333
40,68,5.07,4.253333333
40,70,4.18,4.453333333
40,71,4.28,4.65
40,72,4.82,5.043333333
40,73,5.01,5.52
40,74,5.01,5.713333333
40,75,5.76,6.016666667
40,77,6.09,4.816666667
40,78,6.1,3.66
40,79,5.18,3.17
40,80,3.69,1.906666667
40,81,3.05,1.72
40,82,1.67,1.713333333
40,83,2.01,1.643333333
40,84,2.59,1.333333333
40,85,1.67,1.156666667
40,86,1.79,1.04
40,87,1.58,0.93
40,88,1.33,0.916666667
40,89,1.31,0.916666667
40,90,1.2,1.076666667
40,91,1.4,1.486666667
40,93,1.8,2.536666667
43,1,12.6,12.81333333
43,5,8.5,8.106666667
43,6,7,8.396666667
43,7,7.5,9.14
43,8,8,8.8
43,9,8.8,9.17
43,10,8.3,9.796666667
43,11,8,10.32
43,12,10.5,8.803333333
43,13,11,8.183333333
43,14,9.7,7.46
43,15,8,7.106666667
43,16,9,7.166666667
43,17,6.7,6.896666667
43,18,6.43,6.14
43,19,6.5,5.523333333
43,21,5.85,5.536666667
43,22,5.8,5.656666667
43,23,6.2,6.043333333
43,24,6.3,5.863333333
43,25,6.2,5.723333333
43,26,6.4,6.21
43,28,7.5,7.726666667
43,29,7.7,8.54
47,2,11,12.42
47,3,13,9.316666667
47,4,12,7.906666667
47,5,10,8.106666667
47,6,8.5,8.396666667
47,7,8.3,9.14
47,8,8.4,8.8
47,9,9.4,9.17
47,10,9.4,9.796666667
47,11,9,10.32
51,4,12.2,7.906666667
51,5,8.9,8.106666667
51,6,7.7,8.396666667
51,7,7.5,9.14
51,10,8.8,9.796666667
51,14,9.9,7.46
51,17,7.2,6.896666667
51,19,7.1,5.523333333
51,20,6.25,5.353333333
51,21,5.6,5.536666667
51,22,5.17,5.656666667
51,23,5.6,6.043333333
51,24,5.9,5.863333333
51,25,6,5.723333333
51,26,5.9,6.21
51,30,7.7,8.41
51,31,8.4,7.843333333
51,33,8.02,7.76
51,34,7.6,7.746666667
60,3,10.4,9.316666667
60,4,12,7.906666667
60,5,10.6,8.106666667
60,6,7.6,8.396666667
60,7,6.8,9.14
60,8,7.2,8.8
60,9,8.3,9.17
60,10,8.4,9.796666667
60,11,8.4,10.32
60,12,10.2,8.803333333
60,13,10.3,8.183333333
60,14,9.4,7.46
60,16,7.3,7.166666667
60,17,7,6.896666667
60,18,7,6.14
60,19,7,5.523333333
60,20,5.8,5.353333333
60,21,5.3,5.536666667
60,22,5,5.656666667
60,23,5,6.043333333
60,24,6,5.863333333
60,25,6,5.723333333
60,26,5.5,6.21
60,27,5.5,7.01
60,28,6,7.726666667
60,29,7.3,8.54
60,30,7,8.41
60,31,8,7.843333333
60,32,8,7.653333333
60,33,7.7,7.76
60,34,7,7.746666667
60,35,7.3,7.476666667
60,36,7.3,6.99
60,37,7,6.023333333
60,38,7,5.56
60,39,6.3,5.376666667
60,40,5.5,4.54
60,41,5.7,3.893333333
60,42,4.9,3.68
60,43,4,3.083333333
60,44,4.2,3.07
60,45,3.2,2.96
60,46,3.3,2.966666667
60,47,3.5,3.003333333
60,48,3.8,3.06
60,49,3.8,3.243333333
62,1,12,12.81333333
62,2,10,12.42
62,3,NaN,9.316666667
62,4,9,7.906666667
62,5,9.5,8.106666667
62,6,7,8.396666667
62,7,7.4,9.14
62,8,7,8.8
62,9,9,9.17
62,10,7,9.796666667
62,11,7.5,10.32
62,12,8.43,8.803333333
62,13,9.5,8.183333333
62,14,8.5,7.46
62,15,8,7.106666667
62,16,7,7.166666667
62,17,6.3,6.896666667
62,18,6,6.14
62,19,6,5.523333333
62,20,5.4,5.353333333
62,22,5.1,5.656666667
62,23,5.4,6.043333333
62,24,6,5.863333333
62,25,6,5.723333333
62,26,5,6.21
62,27,5.5,7.01
62,28,NaN,7.726666667
62,29,7.3,8.54
62,30,7.2,8.41
62,31,8.6,7.843333333
62,32,8.5,7.653333333
62,33,7.1,7.76
62,34,6.8,7.746666667
62,35,7,7.476666667
62,36,7.25,6.99
62,37,7,6.023333333
62,38,6.7,5.56
62,39,5.75,5.376666667
62,40,6,4.54
62,41,6,3.893333333
62,42,4.7,3.68
62,43,3.5,3.083333333
62,44,4,3.07
62,45,3.5,2.96
62,46,3.1,2.966666667
65,1,15.5,12.81333333
65,3,10.6,9.316666667
65,4,12,7.906666667
65,5,11.7,8.106666667
65,7,8.5,9.14
65,9,8.4,9.17
65,11,9.4,10.32
65,12,10.75,8.803333333
65,13,10.4,8.183333333
65,15,7.9,7.106666667
65,16,8.5,7.166666667
65,17,7.7,6.896666667
65,18,7.8,6.14
65,19,7,5.523333333
65,20,5.9,5.353333333
65,21,5.55,5.536666667
65,22,5.15,5.656666667
65,23,5.25,6.043333333
65,24,6.25,5.863333333
65,25,6.75,5.723333333
65,27,5.1,7.01
65,34,7,7.746666667
65,36,7.5,6.99
65,37,7.15,6.023333333
65,38,6.56,5.56
65,39,5.25,5.376666667
65,40,5.76,4.54
65,41,6.1,3.893333333
65,42,5.23,3.68
65,43,4.38,3.083333333
65,44,4.27,3.07
65,45,4.15,2.96
65,46,3.47,2.966666667
65,47,3.68,3.003333333
65,48,3.22,3.06
65,49,3.2,3.243333333
65,50,3.01,3.986666667
65,51,3.25,4.476666667
65,52,3.68,5.28
65,53,4.1,5.736666667
65,54,5.4,5.596666667
65,55,6.1,5.366666667
65,56,6.1,5.26
65,57,5.6,4.93
65,58,4.75,5.02
65,59,4.75,5.096666667
65,60,5,4.976666667
65,61,5.35,5.06
65,62,5.1,5.046666667
65,63,5.05,5.046666667
65,64,5.5,5.09
65,65,5.1,5.053333333
65,66,4.95,4.976666667
65,67,4.5,4.823333333
65,68,4.9,4.253333333
65,69,4.9,4.406666667
65,70,3.85,4.453333333
65,71,4.2,4.65
65,72,4.5,5.043333333
65,73,4.9,5.52
65,74,5,5.713333333
65,75,6,6.016666667
65,76,6.1,6.016666667
65,77,6.1,4.816666667
65,78,5.7,3.66
65,79,4.8,3.17
65,80,3.7,1.906666667
65,81,3.3,1.72
65,82,1.8,1.713333333
65,83,1.77,1.643333333
65,84,1.9,1.333333333
65,86,1.7,1.04
65,87,0.9,0.93
65,88,1.1,0.916666667
65,89,1.1,0.916666667
65,90,1,1.076666667
65,92,1.2,2.006666667
65,93,2.35,2.536666667
65,94,2.9,2.863333333
65,95,3.1,3.36
65,96,3.2,3.826666667
65,97,3.9,4.393333333
65,98,4.2,4.703333333
65,99,4.5,4.906666667
65,100,5,4.903333333
65,101,5.2,4.983333333
65,102,5.1,4.736666667
65,104,5.2,3.39
65,105,5.1,2.043333333
66,1,NaN,12.81333333
66,2,NaN,12.42
66,4,NaN,7.906666667
66,5,9.5,8.106666667
66,6,7,8.396666667
66,7,8.3,9.14
66,8,8.7,8.8
66,9,9.3,9.17
66,10,9,9.796666667
66,11,9.5,10.32
66,12,10.2,8.803333333
66,13,10.1,8.183333333
66,14,9.2,7.46
66,15,9,7.106666667
66,16,7.4,7.166666667
66,17,7.4,6.896666667
66,19,7.8,5.523333333
66,20,6.9,5.353333333
66,22,5.4,5.656666667
66,23,5.9,6.043333333
66,24,5.5,5.863333333
66,25,6.1,5.723333333
66,26,5.6,6.21
66,27,5.7,7.01
66,28,6.5,7.726666667
66,29,7.4,8.54
66,31,8.8,7.843333333
66,34,7.3,7.746666667
67,2,12,12.42
67,3,12,9.316666667
67,4,12.6,7.906666667
67,6,8,8.396666667
67,7,6.5,9.14
67,8,7.9,8.8
67,9,8.4,9.17
67,10,8.3,9.796666667
67,13,9.9,8.183333333
67,14,9.6,7.46
67,17,7.6,6.896666667
68,1,14.87,12.81333333
68,2,10.75,12.42
68,3,12.6,9.316666667
68,4,12,7.906666667
68,5,9.25,8.106666667
68,6,8.5,8.396666667
68,8,8.1,8.8
68,9,9.25,9.17
68,11,9.3,10.32
68,12,10.2,8.803333333
68,13,10.7,8.183333333
68,14,9.5,7.46
68,15,9.3,7.106666667
68,16,7.9,7.166666667
68,17,7.7,6.896666667
68,18,7.2,6.14
68,19,7.3,5.523333333
68,20,6.25,5.353333333
68,21,5.4,5.536666667
68,22,5.1,5.656666667
69,1,14.5,12.81333333
69,2,NaN,12.42
69,3,11.5,9.316666667
69,4,12.5,7.906666667
69,5,10.5,8.106666667
69,6,8,8.396666667
69,7,8,9.14
69,11,9.3,10.32
69,13,11.5,8.183333333
69,17,6.8,6.896666667
69,18,6.5,6.14
69,19,6.5,5.523333333
69,20,6,5.353333333
69,21,5.4,5.536666667
69,24,6.2,5.863333333
69,25,6.6,5.723333333
69,26,6,6.21
69,29,7.2,8.54
69,30,8,8.41
69,31,8,7.843333333
69,33,6.9,7.76
69,34,7.1,7.746666667
70,1,13.5,12.81333333
70,2,13,12.42
70,3,13.5,9.316666667
70,4,14,7.906666667
70,5,10,8.106666667
70,6,8,8.396666667
70,7,9.5,9.14
70,8,9.5,8.8
70,9,10,9.17
70,10,9.2,9.796666667
70,11,10.1,10.32
70,12,10.4,8.803333333
70,13,10.3,8.183333333
70,14,8.3,7.46
70,15,9,7.106666667
70,16,8.4,7.166666667
70,17,7.65,6.896666667
70,18,7.5,6.14
70,19,7.4,5.523333333
70,20,5.6,5.353333333
70,21,5,5.536666667
70,22,4.8,5.656666667
70,23,6,6.043333333
70,24,5.8,5.863333333
70,25,5.7,5.723333333
70,26,5.5,6.21
70,27,6.4,7.01
70,28,7.1,7.726666667
70,29,7.8,8.54
70,30,7.5,8.41
70,31,8.2,7.843333333
70,32,7.8,7.653333333
70,33,7.2,7.76
70,34,7,7.746666667
70,36,7.75,6.99
70,37,7.25,6.023333333
70,38,6.5,5.56
70,40,6.1,4.54
72,1,12,12.81333333
72,2,NaN,12.42
72,3,11,9.316666667
72,4,11,7.906666667
72,5,11,8.106666667
72,6,6.75,8.396666667
72,8,7.5,8.8
72,9,7.75,9.17
72,11,8.5,10.32
72,12,9.8,8.803333333
72,14,9,7.46
72,15,7.5,7.106666667
72,18,6.75,6.14
72,19,6.8,5.523333333
72,20,7,5.353333333
72,22,4.8,5.656666667
72,23,5,6.043333333
72,24,5.5,5.863333333
72,25,5,5.723333333
72,26,5.3,6.21
72,27,5.3,7.01
72,29,NaN,8.54
72,30,7,8.41
75,1,13,12.81333333
75,2,11,12.42
75,3,10,9.316666667
75,4,10.5,7.906666667
75,5,10.5,8.106666667
75,6,8,8.396666667
75,8,7,8.8
75,12,10.4,8.803333333
75,16,9.25,7.166666667
75,17,8.5,6.896666667
79,1,13.8,12.81333333
79,2,10,12.42
79,3,12.9,9.316666667
79,4,12.3,7.906666667
79,5,10.8,8.106666667
79,6,8,8.396666667
79,7,8.3,9.14
79,8,8.4,8.8
79,9,9,9.17
79,10,9,9.796666667
79,14,10.9,7.46
79,15,8.5,7.106666667
79,16,7.3,7.166666667
79,17,6.7,6.896666667
79,18,6.4,6.14
79,20,5.8,5.353333333
79,21,6.6,5.536666667
79,22,5.7,5.656666667
79,23,5.6,6.043333333
79,24,5.9,5.863333333
79,25,6.2,5.723333333
79,26,7.1,6.21
80,2,13,12.42
80,4,11.7,7.906666667
80,5,11.6,8.106666667
80,7,7.7,9.14
80,8,7.6,8.8
80,9,9.8,9.17
80,10,8.3,9.796666667
80,13,10.5,8.183333333
80,17,7.4,6.896666667
80,18,6.9,6.14
80,19,6.9,5.523333333
80,22,4.9,5.656666667
80,24,6.4,5.863333333
82,1,12.2,12.81333333
82,2,8.7,12.42
82,7,7.5,9.14
82,8,7,8.8
82,9,8.25,9.17
82,10,7.95,9.796666667
82,11,8.65,10.32
82,12,10.5,8.803333333
82,13,10.45,8.183333333
82,14,10,7.46
82,15,8.5,7.106666667
82,16,7.4,7.166666667
82,17,7.4,6.896666667
82,18,7.4,6.14
82,19,7.4,5.523333333
82,20,5.9,5.353333333
82,21,4.8,5.536666667
82,22,5,5.656666667
82,23,5.4,6.043333333
82,24,6.3,5.863333333
82,25,6.2,5.723333333
82,26,5.4,6.21
82,27,5.4,7.01
82,31,9.1,7.843333333
82,32,9.1,7.653333333
82,35,6.8,7.476666667
84,1,16,12.81333333
84,2,12,12.42
84,4,15,7.906666667
84,5,8,8.106666667
84,6,7.5,8.396666667
84,7,7.5,9.14
84,9,10.3,9.17
84,10,9.4,9.796666667
84,11,9.6,10.32
84,12,11,8.803333333
84,14,9,7.46
84,15,10.5,7.106666667
84,16,9.5,7.166666667
84,17,8,6.896666667
84,18,7.6,6.14
84,19,7,5.523333333
84,20,6,5.353333333
84,21,4.4,5.536666667
84,22,4.4,5.656666667
84,24,6.8,5.863333333
84,25,7,5.723333333
84,26,7,6.21
84,28,7.5,7.726666667
84,29,8.5,8.54
84,30,8.3,8.41
84,31,10,7.843333333
84,32,9,7.653333333
84,33,9,7.76
84,34,7.5,7.746666667
84,35,9.2,7.476666667
84,36,NaN,6.99
84,37,6.8,6.023333333
84,38,6.4,5.56
84,39,5.9,5.376666667
84,40,5.8,4.54
84,41,6.1,3.893333333
84,42,4.5,3.68
84,43,3.3,3.083333333
84,44,3.2,3.07
84,45,2.7,2.96
84,46,2.7,2.966666667
84,48,3.2,3.06
84,49,3.2,3.243333333
84,50,3,3.986666667
84,51,3.8,4.476666667
84,52,5,5.28
84,53,5.5,5.736666667
84,54,6.5,5.596666667
84,55,7,5.366666667
84,56,6,5.26
84,57,6,4.93
84,58,5.6,5.02
84,59,4.8,5.096666667
84,60,5.2,4.976666667
84,61,5.7,5.06
84,62,5.3,5.046666667
84,63,5.2,5.046666667
84,64,5.6,5.09
84,65,5.4,5.053333333
84,66,5.3,4.976666667
84,67,5.4,4.823333333
84,68,5.3,4.253333333
84,70,3.65,4.453333333
84,71,4.4,4.65
84,72,4.5,5.043333333
84,73,5.3,5.52
84,74,5,5.713333333
84,75,5.9,6.016666667
84,76,6.6,6.016666667
84,77,5.5,4.816666667
84,78,5.6,3.66
84,79,4,3.17
84,80,3,1.906666667
84,81,3.2,1.72
84,82,1.5,1.713333333
84,83,1.7,1.643333333
84,84,1.9,1.333333333
84,85,1.7,1.156666667
84,86,1.2,1.04
84,88,1,0.916666667
84,89,0.9,0.916666667
84,90,1,1.076666667
84,92,1.6,2.006666667
84,93,2.1,2.536666667
84,94,2.7,2.863333333
84,96,4,3.826666667
84,97,4.4,4.393333333
84,98,5,4.703333333
84,100,5.2,4.903333333
84,101,5.6,4.983333333
84,102,5.3,4.736666667
84,103,5.1,4.303333333
84,104,5.2,3.39
84,105,4.7,2.043333333
84,106,3.5,1.626666667
84,108,1.9,0.296666667
84,109,1.7,0.213333333
84,110,0.5,0.173333333
84,112,0.2,0.056666667
84,113,0.2,0.106666667
84,114,0.2,0.146666667
86,1,10.8,12.81333333
86,3,14.5,9.316666667
86,5,11.2,8.106666667
86,11,7.6,10.32
86,12,8.6,8.803333333
86,13,9.3,8.183333333
86,16,9.5,7.166666667
86,21,5.25,5.536666667
86,23,5.5,6.043333333
86,24,6.5,5.863333333
86,25,6.8,5.723333333
87,1,14.5,12.81333333
87,3,NaN,9.316666667
87,5,NaN,8.106666667
87,6,6.2,8.396666667
87,7,6.5,9.14
87,8,6.9,8.8
87,10,NaN,9.796666667
87,11,9,10.32
87,13,11.5,8.183333333
87,15,8.9,7.106666667
87,16,8,7.166666667
87,26,NaN,6.21
87,27,NaN,7.01
87,28,NaN,7.726666667
87,33,7,7.76
87,34,6.9,7.746666667
94,5,NaN,8.106666667
94,6,9,8.396666667
94,7,7.4,9.14
94,8,7.7,8.8
94,9,8.8,9.17
94,10,8.7,9.796666667
94,12,9.8,8.803333333
94,14,9.2,7.46
94,15,6.9,7.106666667
94,16,8.2,7.166666667
94,18,6.9,6.14
94,19,6.9,5.523333333
94,21,5.61,5.536666667
94,22,5.1,5.656666667
94,23,5.28,6.043333333
94,24,5.9,5.863333333
94,25,6.59,5.723333333
94,26,5.15,6.21
94,28,6,7.726666667
94,29,7.4,8.54
94,31,7.9,7.843333333
94,32,7.7,7.653333333
94,35,6.9,7.476666667
94,37,6.9,6.023333333
94,39,5.3,5.376666667
94,40,5.8,4.54
94,41,5.7,3.893333333
94,42,4.3,3.68
94,43,3.9,3.083333333
94,44,3.9,3.07
94,45,3.3,2.96
94,46,3,2.966666667
94,47,3.4,3.003333333
94,48,3.3,3.06
94,49,NaN,3.243333333
94,50,3,3.986666667
94,51,3.5,4.476666667
94,52,4.6,5.28
94,53,5.2,5.736666667
94,54,6.1,5.596666667
94,56,5.2,5.26
94,57,4.7,4.93
94,58,4.7,5.02
94,59,4.4,5.096666667
94,60,5.1,4.976666667
94,61,5.5,5.06
94,63,5.5,5.046666667
94,64,5.9,5.09
94,65,5.4,5.053333333
94,66,5.3,4.976666667
94,68,5,4.253333333
94,69,4.5,4.406666667
94,71,4.47,4.65
94,72,4.6,5.043333333
94,73,5.13,5.52
94,75,5.73,6.016666667
94,79,4.2,3.17
94,80,3.2,1.906666667
99,7,6.94,9.14
99,8,8.34,8.8
99,9,8.79,9.17
99,10,8.3,9.796666667
99,11,8.54,10.32
99,14,8.5,7.46
99,15,8.1,7.106666667
99,16,7.15,7.166666667
99,17,7.9,6.896666667
99,18,7.3,6.14
99,19,6.8,5.523333333
99,20,6.45,5.353333333
99,25,6.1,5.723333333
99,27,5.85,7.01
99,28,6.7,7.726666667
99,29,6.7,8.54
99,30,8.5,8.41
99,31,8.9,7.843333333
99,32,8,7.653333333
99,33,8,7.76
99,35,8,7.476666667
99,37,7.1,6.023333333
99,39,6.4,5.376666667
99,40,5.9,4.54
99,41,5.7,3.893333333
99,42,5.3,3.68
99,43,4.1,3.083333333
99,44,4.1,3.07
99,46,3.3,2.966666667
99,47,3,3.003333333
99,48,3.2,3.06
99,49,3.3,3.243333333
99,50,3.3,3.986666667
99,51,3.6,4.476666667
99,53,4.6,5.736666667
99,55,6.24,5.366666667
99,56,5.7,5.26
99,58,5.2,5.02
99,60,5.1,4.976666667
99,62,5.3,5.046666667
99,64,5.4,5.09
99,66,4.9,4.976666667
99,68,5.5,4.253333333
99,70,3.8,4.453333333
99,71,4.3,4.65
99,74,5.6,5.713333333
99,78,6.1,3.66
